Race,Sex,Age,Supervising Unit,Supervision Type,Cohort Fiscal Year,Report Fiscal Year,Supervision Start Date,Supervision End Date,Months Supervised,Supervision End Reason,Charge ID [Internal],Supervision Offense Class,Supervision Offense Type,Supervision Offense Subtype,Reincarcerated,Reincarcerated Reason,Survival Time (Days),Survival Time (Months),Reincarcerated Offense Code,Reincarcerated Offense Class,Reincarcerated Offense Type,Reincarcerated Offense Subtype,Risk Ranking
White,Female,22,Iowa Correctional Institution for Women,Prison,2021,2024,01/11/2021,05/04/2021,3,Paroled w/Immediate Discharge,20417099,D Felony,Property,Forgery/Fraud,false,,,,,,,,Low
White,Male,29,Fort Dodge Correctional Facility,Prison,2021,2024,01/11/2019,04/16/2021,27,Parole Granted,20454622,C Felony,Drug,Trafficking,false,,,,,,,,Moderate
White,Male,36,Newton Correctional Facility,Prison,2021,2024,03/09/2020,03/10/2021,12,Parole Granted,20399512,D Felony,Drug,Drug Possession,false,,,,,,,,Low
White,Male,35,Mount Pleasant Correctional Facility,Prison,2021,2024,01/24/2020,09/06/2020,7,Discharged - Expiration of Sentence,20533164,Aggravated Misdemeanor,Property,Theft,true,New Charge,264,8.8,712.3,C Felony,Property,Arson,Low
White,Male,40,North Central Correctional Facility,Work Release,2021,2024,09/01/2020,06/28/2021,9,Parole Granted,20484345,C Felony,Public Order,Weapons,false,,,,,,,,Low
Black,Male,34,Newton Correctional Facility,Prison,2021,2024,05/17/2018,05/11/2021,35,Parole Granted,20448284,Felony - Enhancement to Original Penalty,Drug,Trafficking,false,,,,,,,,
Black,Male,27,Iowa Medical & Classification Center,Prison,2021,2024,11/21/2019,11/03/2020,11,Parole Granted,20252003,C Felony,Property,Theft,false,,,,,,,,High
White,Male,38,Iowa Medical & Classification Center,Prison,2021,2024,06/30/2016,11/08/2020,52,Discharged - Expiration of Sentence,20360750,C Felony,Property,Burglary,false,,,,,,,,High
White,Female,45,Iowa Correctional Institution for Women,Prison,2021,2024,08/13/2020,05/10/2021,8,Parole Granted,20503465,D Felony,Property,Burglary,false,,,,,,,,Low
White,Male,39,Mount Pleasant Correctional Facility,Work Release,2021,2024,03/18/2020,11/24/2020,8,Parole Granted,20343103,D Felony,Drug,Drug Possession,false,,,,,,,,High
White,Male,40,Mount Pleasant Correctional Facility,Prison,2021,2024,05/13/2020,12/08/2020,6,Parole Granted,20455491,D Felony,Violent,Other Violent,true,Tech,85,2.8,711.4,D Felony,Violent,Other Violent,High
White,Male,33,Clarinda Correctional Facility,Prison,2021,2024,03/30/2020,11/05/2020,7,Discharged - Expiration of Sentence,20400673,D Felony,Violent,Assault,true,New Charge,426,14.2,"902.8,A",Felony - Enhancement to Original Penalty,Other,Other Criminal,High
White,Male,26,Mount Pleasant Correctional Facility,Work Release,2021,2024,12/08/2020,03/10/2021,3,Released to Special Sentence,20216364,Special Sentence 2005,Violent,Sex,true,New Charge,100,3.3,692A.104-B,D Felony,Public Order,Other Public Order,High
White,Male,30,Iowa Medical & Classification Center,Prison,2021,2024,05/02/2019,06/10/2021,25,Paroled w/Immediate Discharge,20508216,D Felony,Violent,Assault,true,New Charge,858,28.6,724.26(1),D Felony,Public Order,Weapons,High
White,Female,35,Iowa Correctional Institution for Women,Prison,2021,2024,09/02/2020,06/19/2021,9,Discharged - Expiration of Sentence,20317214,D Felony,Drug,Trafficking,false,,,,,,,,Moderate
White,Male,43,Clarinda Correctional Facility,Prison,2021,2024,11/01/2019,05/25/2021,18,Parole Granted,20428219,D Felony,Property,Burglary,true,New Charge,632,21.1,713.6A,D Felony,Property,Burglary,High
Hispanic,Male,22,Newton Correctional Facility,Prison,2021,2024,05/07/2020,12/17/2020,7,Paroled to Detainer - INS,20554929,Aggravated Misdemeanor,Violent,Sex,false,,,,,,,,
White,Female,32,Iowa Correctional Institution for Women,Work Release,2021,2024,03/01/2021,05/24/2021,2,Parole Granted,20540686,Felony - Enhancement to Original Penalty,Other,Other Criminal,true,New Charge,652,21.7,"902.8,B",Felony - Enhancement to Original Penalty,Other,Other Criminal,Low
Hispanic,Male,42,Iowa Medical & Classification Center,Prison,2021,2024,02/16/2021,04/09/2021,1,Discharged - Expiration of Sentence,20167140,C Felony,Violent,Robbery,false,,,,,,,,Low
White,Male,29,Newton Correctional Facility,Work Release,2021,2024,10/06/2020,01/20/2021,3,Parole Granted,20175251,Special Sentence 2005,Violent,Sex,false,,,,,,,,Moderate
White,Male,32,Anamosa State Penitentiary,Prison,2021,2024,12/17/2018,06/16/2021,29,Discharged - Expiration of Sentence,20456671,D Felony,Public Order,Weapons,false,,,,,,,,High
Black,Female,28,Iowa Correctional Institution for Women,Prison,2021,2024,07/03/2019,12/17/2020,17,Parole Granted,20411049,D Felony,Property,Theft,true,Tech,936,31.2,321.279(3),D Felony,Public Order,Traffic,High
White,Female,26,Iowa Correctional Institution for Women,Prison,2021,2024,04/03/2020,01/28/2021,9,Parole Granted,20503991,C Felony,Property,Burglary,true,New Charge,188,6.3,713.5,C Felony,Property,Burglary,High
White,Male,37,North Central Correctional Facility,Prison,2021,2024,10/29/2019,08/11/2020,9,Parole Granted,20378645,D Felony,Violent,Assault,true,Tech,720,24.0,708.4(2),D Felony,Violent,Assault,High
White,Female,34,Iowa Correctional Institution for Women,Prison,2021,2024,01/31/2020,01/20/2021,11,Parole Granted,20493496,D Felony,Drug,Drug Possession,true,New Charge,1042,34.7,124.401(1)(c)(6),C Felony,Drug,Trafficking,Low
Hispanic,Male,27,North Central Correctional Facility,Prison,2021,2024,03/19/2020,03/04/2021,11,Parole Granted,20544655,D Felony,Public Order,OWI,true,Tech,260,8.7,321J.2(2)(c),D Felony,Public Order,OWI,High
White,Male,32,Iowa Medical & Classification Center,Prison,2021,2024,02/24/2020,04/02/2021,13,Parole Granted,20530498,D Felony,Drug,Drug Possession,true,New Charge,955,31.8,713.6A(1),D Felony,Property,Burglary,High
Hispanic,Male,36,Newton Correctional Facility,Prison,2021,2024,10/22/2019,03/08/2021,16,Parole Granted,20526185,D Felony,Drug,Drug Possession,true,Tech,149,5.0,124.401(5)(c),D Felony,Drug,Drug Possession,High
Black,Male,23,Fort Dodge Correctional Facility,Work Release,2021,2024,09/03/2020,12/01/2020,2,Parole Granted,20491192,Aggravated Misdemeanor,Violent,Assault,false,,,,,,,,High
Black,Male,28,Clarinda Correctional Facility,Prison,2021,2024,08/07/2020,06/29/2021,10,Discharged - Expiration of Sentence,20566275,Aggravated Misdemeanor,Property,Theft,true,New Charge,260,8.7,712.3,C Felony,Property,Arson,High
White,Male,38,North Central Correctional Facility,Work Release,2021,2024,10/06/2020,02/04/2021,3,Parole Granted,20224481,D Felony,Property,Burglary,true,New Charge,298,9.9,713.6A,D Felony,Property,Burglary,High
Hispanic,Male,33,Iowa Medical & Classification Center,Prison,2021,2024,07/03/2012,06/30/2021,107,Discharged - Expiration of Sentence,20184456,C Felony,Violent,Sex,true,New Charge,681,22.7,908.5(2)A,Aggravated Misdemeanor,Other,Other Criminal,
White,Female,38,Iowa Correctional Institution for Women,Prison,2021,2024,01/12/2016,03/18/2021,62,Parole Granted,20249398,C Felony,Violent,Murder/Manslaughter,false,,,,,,,,Moderate
White,Male,61,Fort Dodge Correctional Facility,Work Release,2021,2024,08/15/2020,11/13/2020,2,Parole Granted,20441182,D Felony,Property,Burglary,true,Tech,61,2.0,713.6A,D Felony,Property,Burglary,High
White,Male,25,Mount Pleasant Correctional Facility,Work Release,2021,2024,11/04/2020,01/15/2021,2,Parole Granted,20439584,Aggravated Misdemeanor,Violent,Assault,false,,,,,,,,High
White,Male,25,Newton Correctional Facility,Prison,2021,2024,02/20/2020,09/20/2020,7,Discharged - Expiration of Sentence,20513474,Aggravated Misdemeanor,Property,Theft,false,,,,,,,,Low
White,Female,34,Iowa Correctional Institution for Women,Prison,2021,2024,04/07/2020,12/01/2020,7,Paroled w/Immediate Discharge,20552218,Aggravated Misdemeanor,Violent,Assault,false,,,,,,,,High
White,Female,39,Iowa Correctional Institution for Women,Prison,2021,2024,04/16/2020,05/21/2021,13,Parole Granted,20502712,Aggravated Misdemeanor,Property,Theft,false,,,,,,,,Moderate
White,Male,23,Clarinda Correctional Facility,Prison,2021,2024,02/21/2019,07/20/2020,16,Parole Granted,20492561,D Felony,Violent,Assault,false,,,,,,,,High
White,Male,23,Iowa Medical & Classification Center,Prison,2021,2024,08/26/2019,03/15/2021,18,Discharged - Expiration of Sentence,20359803,C Felony,Drug,Trafficking,true,New Charge,1089,36.3,124.401(1)(c)(6),C Felony,Drug,Trafficking,High
White,Male,31,Fort Dodge Correctional Facility,Prison,2021,2024,03/24/2020,06/11/2021,14,Released to Special Sentence,20551695,D Felony,Other,Other Criminal,false,,,,,,,,High
Black,Male,34,Mount Pleasant Correctional Facility,Work Release,2021,2024,05/07/2020,06/11/2021,13,Parole Granted,20504667,Aggravated Misdemeanor,Violent,Assault,false,,,,,,,,High
Black,Male,21,Clarinda Correctional Facility,Prison,2021,2024,02/01/2019,07/31/2020,17,Parole Granted,20430254,D Felony,Property,Burglary,false,,,,,,,,High
Black,Male,54,Mount Pleasant Correctional Facility,Prison,2021,2024,03/06/2020,05/24/2021,14,Parole Granted,20542123,D Felony,Property,Forgery/Fraud,false,,,,,,,,Moderate
White,Male,32,Clarinda Correctional Facility,Prison,2021,2024,10/15/2020,05/01/2021,6,Discharged - Expiration of Sentence,20573381,Aggravated Misdemeanor,Property,Theft,false,,,,,,,,High
White,Male,23,Fort Dodge Correctional Facility,Work Release,2021,2024,02/11/2021,06/02/2021,3,Parole Granted,20520731,D Felony,Violent,Assault,true,New Charge,554,18.5,124.401(1)(c)(6),C Felony,Drug,Trafficking,High
Black,Male,30,Iowa Medical & Classification Center,Prison,2021,2024,06/20/2017,04/27/2021,46,Discharged - Expiration of Sentence,20394760,D Felony,Property,Burglary,true,New Charge,1080,36.0,708.4(1),C Felony,Violent,Assault,High
Black,Male,34,Mount Pleasant Correctional Facility,Prison,2021,2024,12/18/2019,04/27/2021,16,Released to Special Sentence,20538750,Aggravated Misdemeanor,Other,Other Criminal,false,,,,,,,,High
White,Male,23,Fort Dodge Correctional Facility,Prison,2021,2024,12/05/2019,02/01/2021,13,Parole Granted,20394269,D Felony,Property,Theft,false,,,,,,,,High
White,Male,38,Fort Dodge Correctional Facility,Prison,2021,2024,04/19/2018,08/31/2020,28,Released to Special Sentence,20304313,Aggravated Misdemeanor,Violent,Assault,false,,,,,,,,High
White,Male,29,Fort Dodge Correctional Facility,Prison,2021,2024,06/05/2019,07/07/2020,13,Parole Granted,20376745,C Felony,Drug,Trafficking,true,New Charge,97,3.2,124.401(1)(c)(6),C Felony,Drug,Trafficking,Moderate
White,Male,34,Anamosa State Penitentiary,Prison,2021,2024,02/28/2019,12/11/2020,21,Discharged - Expiration of Sentence,20498972,Aggravated Misdemeanor,Violent,Assault,false,,,,,,,,High
Black,Male,48,Iowa State Penitentiary,Prison,2021,2024,08/05/2010,02/16/2021,126,Discharged - Expiration of Sentence,20089380,Felony - Enhancement to Original Penalty,Other,Other Criminal,false,,,,,,,,High
Black,Male,32,North Central Correctional Facility,Prison,2021,2024,03/09/2020,09/08/2020,5,Paroled w/Immediate Discharge,20323621,C Felony,Drug,Trafficking,false,,,,,,,,High
White,Male,25,Clarinda Correctional Facility,Prison,2021,2024,10/13/2020,12/05/2020,1,Discharged - Expiration of Sentence,20432963,D Felony,Property,Burglary,true,New Charge,139,4.6,724.26(1),D Felony,Public Order,Weapons,High
White,Male,32,North Central Correctional Facility,Work Release,2021,2024,07/23/2020,12/03/2020,4,Parole Granted,20441966,D Felony,Public Order,Traffic,false,,,,,,,,High
White,Male,39,Clarinda Correctional Facility,Prison,2021,2024,04/06/2020,10/27/2020,6,Discharged - Expiration of Sentence,20466344,D Felony,Violent,Assault,false,,,,,,,,Moderate
White,Female,28,Iowa Correctional Institution for Women,Prison,2021,2024,06/17/2020,01/28/2021,7,Parole Granted,20513747,Aggravated Misdemeanor,Public Order,OWI,false,,,,,,,,High
White,Male,34,North Central Correctional Facility,Prison,2021,2024,06/09/2020,04/06/2021,9,Parole Granted,20495888,Aggravated Misdemeanor,Violent,Assault,false,,,,,,,,Moderate
Black,Male,27,Mount Pleasant Correctional Facility,Prison,2021,2024,11/24/2020,05/25/2021,6,Parole Granted,20347207,D Felony,Property,Theft,false,,,,,,,,Low
White,Female,34,Iowa Correctional Institution for Women,Work Release,2021,2024,06/24/2020,11/10/2020,4,Parole Granted,20387898,C Felony,Drug,Trafficking,true,Tech,463,15.4,124.401(1)(c)(2)(d),C Felony,Drug,Trafficking,Low
White,Male,56,Anamosa State Penitentiary,Prison,2021,2024,09/07/2017,11/28/2020,38,Discharged - Expiration of Sentence,20423197,D Felony,Other,Other Criminal,false,,,,,,,,
Black,Male,33,Newton Correctional Facility,Prison,2021,2024,12/31/2019,10/05/2020,9,Parole Granted,20512587,Aggravated Misdemeanor,Public Order,Other Public Order,false,,,,,,,,Low
White,Male,33,Iowa Medical & Classification Center,Prison,2021,2024,06/21/2018,09/29/2020,27,Parole Granted,20456878,Felony - Enhancement to Original Penalty,Other,Other Criminal,true,New Charge,959,32.0,"902.8,A",Felony - Enhancement to Original Penalty,Other,Other Criminal,High
Black,Male,28,Mount Pleasant Correctional Facility,Prison,2021,2024,08/04/2020,02/03/2021,5,Discharged - Expiration of Sentence,20288956,D Felony,Property,Theft,false,,,,,,,,Moderate
White,Male,30,Mount Pleasant Correctional Facility,Work Release,2021,2024,02/26/2020,08/05/2020,5,Parole Granted,20450645,Aggravated Misdemeanor,Public Order,Other Public Order,false,,,,,,,,Moderate
Hispanic,Male,18,Iowa Medical & Classification Center,Prison,2021,2024,07/31/2019,07/02/2020,11,Paroled to Detainer - INS,20468418,Felony - Enhancement to Original Penalty,Drug,Trafficking,false,,,,,,,,Low
Black,Male,27,Iowa Medical & Classification Center,Prison,2021,2024,12/10/2020,03/01/2021,2,Discharged - Expiration of Sentence,20579949,D Felony,Other,Other Criminal,false,,,,,,,,High
White,Male,46,Fort Dodge Correctional Facility,Prison,2021,2024,12/19/2019,09/01/2020,8,Parole Granted,20533784,Aggravated Misdemeanor,Violent,Assault,false,,,,,,,,High
White,Female,46,Iowa Correctional Institution for Women,Prison,2021,2024,07/22/2020,01/07/2021,5,Paroled w/Immediate Discharge,20476596,D Felony,Property,Forgery/Fraud,false,,,,,,,,Moderate
White,Male,84,Iowa Medical & Classification Center,Prison,2021,2024,01/30/2017,01/02/2021,47,Released to Special Sentence,20391303,C Felony,Violent,Sex,false,,,,,,,,
White,Male,36,Mount Pleasant Correctional Facility,Prison,2021,2024,07/03/2019,07/01/2020,11,Parole Granted,20282037,B Felony,Drug,Trafficking,true,New Charge,660,22.0,124.401(1)(b)(7),B Felony,Drug,Trafficking,High
White,Male,28,Mount Pleasant Correctional Facility,Work Release,2021,2024,09/30/2020,02/12/2021,4,Parole Granted,20557524,Aggravated Misdemeanor,Violent,Kidnap,false,,,,,,,,Moderate
White,Female,25,Iowa Correctional Institution for Women,Prison,2021,2024,09/03/2019,11/05/2020,14,Parole Granted,20498762,D Felony,Drug,Other Drug,false,,,,,,,,High
White,Male,37,Newton Correctional Facility,Prison,2021,2024,12/04/2019,12/19/2020,12,Discharged - Expiration of Sentence,20476139,D Felony,Public Order,Other Public Order,false,,,,,,,,Low
Black,Male,28,Anamosa State Penitentiary,Work Release,2021,2024,10/26/2020,01/04/2021,2,Parole Granted,20088300,C Felony,Violent,Assault,false,,,,,,,,Moderate
White,Male,25,Mount Pleasant Correctional Facility,Prison,2021,2024,03/03/2020,08/06/2020,5,Discharged - Expiration of Sentence,20393357,D Felony,Property,Theft,false,,,,,,,,Moderate
Black,Male,24,Fort Dodge Correctional Facility,Prison,2021,2024,01/23/2020,03/30/2021,14,Parole Granted,20542090,D Felony,Public Order,Weapons,false,,,,,,,,High
White,Male,29,Mount Pleasant Correctional Facility,Work Release,2021,2024,03/03/2021,04/15/2021,1,Discharged - Expiration of Sentence,20428411,D Felony,Property,Burglary,false,,,,,,,,High
Black,Male,43,North Central Correctional Facility,Prison,2021,2024,02/15/2019,10/14/2020,19,Parole Granted,20486218,C Felony,Drug,Trafficking,false,,,,,,,,High
Black,Male,24,Iowa Medical & Classification Center,Prison,2021,2024,01/14/2020,11/20/2020,10,Released to Special Sentence,20535665,Aggravated Misdemeanor,Violent,Sex,true,New Charge,255,8.5,709.4(1)(b)(3)(d),C Felony,Violent,Sex,High
Black,Male,50,Iowa Medical & Classification Center,Work Release,2021,2024,03/29/2021,04/22/2021,0,Parole Granted,20416888,C Felony,Drug,Trafficking,true,New Charge,986,32.9,124.401(5)b,Aggravated Misdemeanor,Drug,Drug Possession,High
White,Male,40,Iowa Medical & Classification Center,Prison,2021,2024,10/02/2019,12/11/2020,14,Parole Granted,20257528,C Felony,Drug,Trafficking,true,Tech,451,15.0,124.401(1)(c)(6),C Felony,Drug,Trafficking,Low
Black,Male,34,Iowa Medical & Classification Center,Prison,2021,2024,03/13/2020,02/26/2021,11,Parole Granted,20548936,D Felony,Drug,Trafficking,true,New Charge,1049,35.0,124.401(1)(d),D Felony,Drug,Trafficking,
White,Male,34,North Central Correctional Facility,Prison,2021,2024,02/21/2020,01/06/2021,10,Parole Granted,20394451,Felony - Enhancement to Original Penalty,Other,Other Criminal,true,Tech,308,10.3,"902.8,A",Felony - Enhancement to Original Penalty,Other,Other Criminal,High
White,Male,58,Newton Correctional Facility,Prison,2021,2024,09/19/2018,09/05/2020,23,Released to Special Sentence,20476242,Aggravated Misdemeanor,Other,Other Criminal,false,,,,,,,,
White,Female,34,Iowa Correctional Institution for Women,Prison,2021,2024,06/04/2020,01/20/2021,7,Parole Granted,20519363,D Felony,Property,Forgery/Fraud,false,,,,,,,,Low
White,Male,39,Mount Pleasant Correctional Facility,Work Release,2021,2024,02/18/2021,06/07/2021,3,Parole Granted,20524414,D Felony,Violent,Assault,true,Tech,575,19.2,708.2A(4),D Felony,Violent,Assault,High
White,Female,27,Iowa Correctional Institution for Women,Prison,2021,2024,12/02/2019,10/02/2020,10,Parole Granted,20527987,D Felony,Property,Theft,false,,,,,,,,High
White,Male,44,Clarinda Correctional Facility,Prison,2021,2024,03/30/2020,08/01/2020,4,Discharged - Expiration of Sentence,20351990,D Felony,Property,Forgery/Fraud,false,,,,,,,,Low
White,Male,30,Fort Dodge Correctional Facility,Prison,2021,2024,12/17/2018,08/25/2020,20,Parole Granted,20444075,C Felony,Drug,Trafficking,false,,,,,,,,
White,Female,30,Iowa Correctional Institution for Women,Prison,2021,2024,03/25/2020,10/27/2020,7,Parole Granted,20521943,D Felony,Property,Forgery/Fraud,false,,,,,,,,High
White,Male,39,North Central Correctional Facility,Work Release,2021,2024,04/15/2020,07/09/2020,2,Parole Granted,20483704,D Felony,Drug,Trafficking,false,,,,,,,,High
White,Female,35,Iowa Correctional Institution for Women,Prison,2021,2024,12/15/2020,05/10/2021,4,Paroled w/Immediate Discharge,20384424,C Felony,Drug,Trafficking,false,,,,,,,,High
Black,Male,39,North Central Correctional Facility,Prison,2021,2024,10/15/2019,01/05/2021,14,Parole Granted,20420607,D Felony,Drug,Drug Possession,false,,,,,,,,Moderate
Black,Male,25,Newton Correctional Facility,Prison,2021,2024,10/08/2019,04/16/2021,18,Parole Granted,20155059,C Felony,Violent,Assault,true,Tech,168,5.6,708.4(1),C Felony,Violent,Assault,High
